Work Item Type,Title,Description,Acceptance Criteria,Priority,Story Points,Iteration Path,Area Path,Tags,State,Parent
User Story,US-0105 · Consentimiento explícito y versionado,"<p>Como persona usuaria, quiero conocer finalidades y autorizar por separado perfil corporal, imágenes, analítica y marketing, para controlar el uso de mis datos.</p><p>Depende de: EN-1501</p><p>Origen: Backlog_Ejecutable · ID interno: US-0105</p>","<ol><li>Dado que aún no he autorizado datos corporales, cuando intento medir o cargar una foto, entonces la app bloquea el flujo y explica finalidad, carácter facultativo y derechos.</li><li>Dado que acepto una finalidad, cuando se registra el consentimiento, entonces guarda versión, fecha, canal, texto y usuario de forma auditable.</li><li>Dado que rechazo marketing o analítica opcional, cuando continúo, entonces puedo usar el núcleo del servicio sin consentimiento forzado.</li></ol>",1,5,Outfit\Sprint 1,Outfit,EP-01; Fase 1 - MVP; Historia; privacy; consent,New,
User Story,EN-1502 · Reglas de seguridad y App Check,"<p>Como responsable de seguridad, quiero restringir recursos por identidad, rol y aplicación válida, para evitar acceso directo o automatizado no autorizado.</p><p>Depende de: EN-0005,EN-1501</p><p>Origen: Backlog_Ejecutable · ID interno: EN-1502</p>","<ol><li>Dado que una solicitud no tiene usuario válido, cuando intenta leer perfil o medidas, entonces es rechazada por reglas del backend.</li><li>Dado que un usuario autenticado consulta otro perfil, cuando se evalúa la regla, entonces la operación es denegada y auditada.</li><li>Dado que el cliente no presenta atestación válida en producción, cuando invoca un recurso protegido, entonces la solicitud se rechaza sin exponer detalles.</li></ol>",1,5,Outfit\Sprint 1,Outfit,EP-15; Fase 1 - MVP; Enabler; firebase; app-check; security,New,
User Story,US-0201 · Perfil personal mínimo,"<p>Como persona usuaria, quiero registrar nombre visible, rango de edad, país y preferencias básicas, para personalizar mi experiencia sin entregar datos innecesarios.</p><p>Depende de: US-0105</p><p>Origen: Backlog_Ejecutable · ID interno: US-0201</p>","<ol><li>Dado que completo los campos obligatorios, cuando guardo el perfil, entonces queda asociado a mi cuenta y disponible al volver.</li><li>Dado que un campo opcional está vacío, cuando guardo, entonces el sistema no impide avanzar ni inventa valores.</li><li>Dado que intento ingresar una edad fuera del público permitido, cuando valido el formulario, entonces se bloquea el tratamiento corporal y se informa la política de edad.</li></ol>",1,3,Outfit\Sprint 2,Outfit,EP-02; Fase 1 - MVP; Historia,New,
User Story,US-0202 · Captura manual de medidas,"<p>Como persona usuaria, quiero registrar altura, pecho/busto, cintura, cadera y largo relevante, para recibir recomendaciones de talla aunque mi celular no soporte AR.</p><p>Depende de: US-0105</p><p>Origen: Backlog_Ejecutable · ID interno: US-0202</p>","<ol><li>Dado que acepté el consentimiento, cuando abro Mis medidas, entonces veo instrucciones visuales y unidad seleccionada para cada medida.</li><li>Dado que completo valores válidos, cuando guardo, entonces las medidas se persisten con fecha y método manual.</li><li>Dado que omito una medida requerida para una prenda, cuando solicito talla, entonces se indica exactamente qué dato falta y cómo tomarlo.</li></ol>",1,5,Outfit\Sprint 2,Outfit,EP-02; Fase 1 - MVP; Historia,New,
User Story,US-0203 · Validación y conversión de unidades,"<p>Como persona usuaria, quiero usar centímetros o pulgadas con controles de plausibilidad, para evitar recomendaciones erróneas por digitación.</p><p>Depende de: US-0202</p><p>Origen: Backlog_Ejecutable · ID interno: US-0203</p>","<ol><li>Dado que cambio de cm a pulgadas, cuando se convierte el formulario, entonces los valores equivalentes se conservan sin pérdida material.</li><li>Dado que ingreso un valor fuera de rangos plausibles, cuando salgo del campo, entonces se muestra alerta y no se usa para recomendar.</li><li>Dado que existe una combinación incoherente, cuando guardo, entonces el sistema solicita confirmación o corrección sin diagnosticar el cuerpo.</li></ol>",1,3,Outfit\Sprint 2,Outfit,EP-02; Fase 1 - MVP; Historia,New,
User Story,US-0204 · Cuestionario de estilo,"<p>Como persona usuaria, quiero seleccionar estilos, ocasiones y nivel de ajuste preferido, para recibir sugerencias que se parezcan a mí.</p><p>Depende de: US-0201</p><p>Origen: Backlog_Ejecutable · ID interno: US-0204</p>","<ol><li>Dado que inicio el cuestionario, cuando selecciono una o varias opciones, entonces puedo ver ejemplos y cambiar respuestas antes de guardar.</li><li>Dado que no deseo responder una pregunta, cuando la omito, entonces el perfil queda incompleto pero usable y se marca la incertidumbre.</li><li>Dado que actualizo una preferencia, cuando guardo, entonces las recomendaciones futuras usan la versión más reciente.</li></ol>",1,5,Outfit\Sprint 2,Outfit,EP-02; Fase 1 - MVP; Historia,New,
User Story,US-0205 · Preferencias de color y restricciones,"<p>Como persona usuaria, quiero indicar colores favoritos, evitados y restricciones de vestuario, para descartar sugerencias que no usaría.</p><p>Depende de: US-0204</p><p>Origen: Backlog_Ejecutable · ID interno: US-0205</p>","<ol><li>Dado que selecciono colores, cuando guardo, entonces se registran por categorías normalizadas y no por texto ambiguo.</li><li>Dado que marco una restricción, cuando se generan sugerencias, entonces se excluyen prendas incompatibles salvo que pida verlas.</li><li>Dado que elimino una restricción, cuando actualizo el perfil, entonces deja de afectar nuevas recomendaciones.</li></ol>",2,3,Outfit\Sprint 2,Outfit,EP-02; Fase 1 - MVP; Historia,New,
User Story,EN-0206 · Persistencia local y sincronización de perfil,"<p>Como equipo de desarrollo, quiero guardar perfil y medidas localmente con sincronización segura, para mantener continuidad ante red intermitente.</p><p>Depende de: EN-0002,US-0202</p><p>Origen: Backlog_Ejecutable · ID interno: EN-0206</p>","<ol><li>Dado que no hay internet, cuando edito una medida, entonces el cambio queda en cola con estado pendiente y no se pierde.</li><li>Dado que vuelve la conectividad, cuando corre la sincronización, entonces se envía una vez y el usuario ve el resultado.</li><li>Dado que hay conflicto entre dispositivos, cuando se sincroniza, entonces se aplica la política documentada y se conserva trazabilidad.</li></ol>",1,8,Outfit\Sprint 2,Outfit,EP-02; Fase 1 - MVP; Enabler; room; sync; offline,New,
User Story,US-0401 · Inicio y navegación del catálogo,"<p>Como persona usuaria, quiero ver categorías, tendencias y recomendaciones iniciales, para encontrar rápidamente prendas relevantes.</p><p>Depende de: EN-0206</p><p>Origen: Backlog_Ejecutable · ID interno: US-0401</p>","<ol><li>Dado que abro Inicio, cuando carga el catálogo, entonces veo secciones con título, imagen, precio y disponibilidad básica.</li><li>Dado que una sección no tiene datos, cuando se renderiza, entonces no deja espacios rotos y muestra una alternativa útil.</li><li>Dado que toco una tarjeta, cuando navego, entonces llego al detalle correcto y puedo volver conservando la posición.</li></ol>",1,5,Outfit\Sprint 3,Outfit,EP-04; Fase 1 - MVP; Historia,New,
User Story,"US-0402 · Búsqueda, filtros y ordenamiento","<p>Como persona usuaria, quiero buscar y filtrar por tipo, marca, talla, color, precio y stock, para reducir el catálogo a opciones comprables.</p><p>Depende de: US-0401</p><p>Origen: Backlog_Ejecutable · ID interno: US-0402</p>","<ol><li>Dado que escribo al menos dos caracteres, cuando busco, entonces recibo resultados relevantes y una opción de limpiar.</li><li>Dado que aplico varios filtros, cuando se actualiza la lista, entonces solo aparecen productos que cumplen todos los filtros seleccionados.</li><li>Dado que no hay resultados, cuando se muestra el estado vacío, entonces puedo retirar filtros sin perder la consulta.</li></ol>",1,5,Outfit\Sprint 3,Outfit,EP-04; Fase 1 - MVP; Historia,New,
User Story,US-0403 · Detalle de prenda y variantes,"<p>Como persona usuaria, quiero consultar imágenes, material, colores, tallas, precio y guía de cuidado, para evaluar la prenda antes de probarla.</p><p>Depende de: US-0401</p><p>Origen: Backlog_Ejecutable · ID interno: US-0403</p>","<ol><li>Dado que abro un producto, cuando carga el detalle, entonces veo información vigente y variantes disponibles.</li><li>Dado que cambio color o talla, cuando selecciono la variante, entonces imagen, precio y stock se actualizan de forma coherente.</li><li>Dado que falta un dato crítico, cuando se muestra el detalle, entonces se indica no disponible y no se inventa información.</li></ol>",1,5,Outfit\Sprint 3,Outfit,EP-04; Fase 1 - MVP; Historia,New,
User Story,US-0404 · Stock por tienda,"<p>Como persona usuaria, quiero ver disponibilidad por ubicación y momento de actualización, para evitar elegir prendas agotadas.</p><p>Depende de: US-0403</p><p>Origen: Backlog_Ejecutable · ID interno: US-0404</p>","<ol><li>Dado que concedí o seleccioné una ubicación, cuando consulto una variante, entonces veo stock por tienda y fecha/hora de actualización.</li><li>Dado que el stock no puede confirmarse, cuando consulto, entonces la app muestra estado desconocido y evita afirmar que está disponible.</li><li>Dado que cambia la variante, cuando se consulta stock, entonces la respuesta corresponde al SKU seleccionado.</li></ol>",1,5,Outfit\Sprint 3,Outfit,EP-04; Fase 1 - MVP; Historia,New,
User Story,US-0801 · Guardar y retirar favoritos,"<p>Como persona usuaria, quiero marcar prendas y outfits como favoritos, para reencontrarlos sin repetir la búsqueda.</p><p>Depende de: US-0403,EN-0206</p><p>Origen: Backlog_Ejecutable · ID interno: US-0801</p>","<ol><li>Dado que una prenda no está guardada, cuando toco el corazón, entonces se agrega una sola vez y el estado cambia inmediatamente.</li><li>Dado que estoy sin red, cuando guardo o retiro, entonces el cambio queda local y se sincroniza después.</li><li>Dado que retiro un favorito, cuando confirmo, entonces desaparece de Favoritos sin borrar el producto del catálogo.</li></ol>",1,3,Outfit\Sprint 3,Outfit,EP-08; Fase 1 - MVP; Historia,New,
User Story,EN-0405 · Caché y paginación del catálogo,"<p>Como equipo de desarrollo, quiero cargar el catálogo por páginas y conservar contenido reciente, para evitar esperas y consumo innecesario de datos.</p><p>Depende de: US-0401</p><p>Origen: Backlog_Ejecutable · ID interno: EN-0405</p>","<ol><li>Dado que abro una lista extensa, cuando llego al final visible, entonces se solicita la siguiente página sin duplicados.</li><li>Dado que el catálogo está en caché, cuando abro la app sin internet, entonces puedo consultar lo sincronizado con indicador de antigüedad.</li><li>Dado que un recurso gráfico falla, cuando se muestra la tarjeta, entonces usa placeholder y permite reintento sin bloquear la lista.</li></ol>",1,5,Outfit\Sprint 3,Outfit,EP-04; Fase 1 - MVP; Enabler; performance; offline,New,
User Story,EN-0501 · Modelo de tablas de talla por marca y prenda,"<p>Como especialista de catálogo, quiero cargar reglas de talla versionadas por marca, categoría y sexo de tallaje, para alimentar un motor trazable.</p><p>Depende de: US-0403</p><p>Origen: Backlog_Ejecutable · ID interno: EN-0501</p>","<ol><li>Dado que se define una tabla, cuando se valida, entonces contiene unidad, rangos no solapados, versión, vigencia y fuente.</li><li>Dado que una tabla tiene huecos o cruces, cuando se intenta publicar, entonces se bloquea y señala las filas afectadas.</li><li>Dado que una nueva versión entra en vigor, cuando se publica, entonces las recomendaciones nuevas la usan y las anteriores conservan referencia.</li></ol>",1,5,Outfit\Sprint 4,Outfit,EP-05; Fase 1 - MVP; Enabler,New,
User Story,US-0502 · Recomendar talla con medidas manuales,"<p>Como persona usuaria, quiero obtener la talla sugerida para una prenda, para comprar con menos incertidumbre.</p><p>Depende de: US-0202,EN-0501</p><p>Origen: Backlog_Ejecutable · ID interno: US-0502</p>","<ol><li>Dado que mis medidas y la tabla están completas, cuando solicito talla, entonces recibo una talla calculada para la variante y marca seleccionadas.</li><li>Dado que estoy entre dos tallas, cuando se calcula, entonces se muestran ambas con efecto esperado según mi preferencia de ajuste.</li><li>Dado que falta una tabla válida, cuando solicito, entonces no se inventa talla y se ofrece la guía general o soporte.</li></ol>",1,8,Outfit\Sprint 4,Outfit,EP-05; Fase 1 - MVP; Historia,New,
User Story,US-0503 · Confianza y explicación de talla,"<p>Como persona usuaria, quiero saber por qué se recomienda una talla y cuánta confianza tiene, para decidir con criterio y corregir datos.</p><p>Depende de: US-0502</p><p>Origen: Backlog_Ejecutable · ID interno: US-0503</p>","<ol><li>Dado que existe una recomendación, cuando veo el resultado, entonces muestra medidas utilizadas, tabla, nivel de confianza y limitaciones.</li><li>Dado que una medida está cerca del límite, cuando se explica, entonces resalta el posible ajuste holgado o ceñido.</li><li>Dado que edito una medida, cuando recalculo, entonces la explicación y confianza se actualizan.</li></ol>",1,5,Outfit\Sprint 4,Outfit,EP-05; Fase 1 - MVP; Historia,New,
User Story,US-0601 · Captura fotográfica guiada,"<p>Como persona usuaria, quiero tomar o elegir una foto de cuerpo completo con guía de postura, para generar una prueba 2D utilizable.</p><p>Depende de: US-0105</p><p>Origen: Backlog_Ejecutable · ID interno: US-0601</p>","<ol><li>Dado que concedo permiso de cámara, cuando abro la captura, entonces veo encuadre, distancia, iluminación y postura recomendados.</li><li>Dado que no concedo permiso, cuando continúo, entonces puedo elegir una imagen o usar el modo sin foto.</li><li>Dado que la imagen no cumple mínimos, cuando se analiza, entonces se explica el problema y se solicita repetir sin almacenarla como resultado.</li></ol>",1,5,Outfit\Sprint 4,Outfit,EP-06; Fase 1 - MVP; Historia,New,
User Story,EN-0602 · Detección de pose y silueta,"<p>Como equipo de desarrollo, quiero detectar puntos corporales en el dispositivo y evaluar su confianza, para posicionar la prenda sin enviar la imagen al servidor en el MVP.</p><p>Depende de: US-0601,EN-1501</p><p>Origen: Backlog_Ejecutable · ID interno: EN-0602</p>","<ol><li>Dado que hay una persona visible, cuando se ejecuta el detector, entonces obtiene puntos de pose y confianza en el dispositivo.</li><li>Dado que faltan puntos críticos o la confianza es baja, cuando se procesa, entonces no genera overlay automático y solicita nueva captura.</li><li>Dado que se registra analítica, cuando finaliza el análisis, entonces no incluye la imagen ni coordenadas identificables.</li></ol>",1,8,Outfit\Sprint 4,Outfit,EP-06; Fase 1 - MVP; Enabler; ml-kit; on-device; pose,New,
User Story,US-0603 · Overlay 2D de prenda,"<p>Como persona usuaria, quiero ver una prenda PNG/WebP ajustada a mi silueta, para imaginar el look antes de comprar.</p><p>Depende de: EN-0602,US-0403</p><p>Origen: Backlog_Ejecutable · ID interno: US-0603</p>","<ol><li>Dado que la pose y el activo son válidos, cuando selecciono Probar, entonces la prenda se escala y posiciona sobre torso o piernas según categoría.</li><li>Dado que giro o recorto la imagen, cuando actualizo la vista, entonces el overlay conserva relación con la pose y no sale del lienzo.</li><li>Dado que no puede estimarse el ajuste, cuando se presenta el resultado, entonces se etiqueta como visualización aproximada y no como caída real de tela.</li></ol>",1,8,Outfit\Sprint 5,Outfit,EP-06; Fase 1 - MVP; Historia,New,
User Story,US-0604 · Ajuste manual del overlay,"<p>Como persona usuaria, quiero mover y escalar la prenda cuando el ajuste automático no sea exacto, para obtener una composición útil sin repetir toda la captura.</p><p>Depende de: US-0603</p><p>Origen: Backlog_Ejecutable · ID interno: US-0604</p>","<ol><li>Dado que el overlay está visible, cuando arrastro o escalo, entonces los cambios tienen límites y respuesta inmediata.</li><li>Dado que quiero regresar, cuando pulso restablecer, entonces se recupera el ajuste automático original.</li><li>Dado que guardo el look, cuando finaliza, entonces se almacena la transformación usada junto a la prueba.</li></ol>",2,5,Outfit\Sprint 5,Outfit,EP-06; Fase 1 - MVP; Historia,New,
User Story,US-0605 · Guardar y compartir una prueba,"<p>Como persona usuaria, quiero guardar el resultado y compartir una imagen sin datos sensibles, para comparar o pedir opinión.</p><p>Depende de: US-0603</p><p>Origen: Backlog_Ejecutable · ID interno: US-0605</p>","<ol><li>Dado que finalicé una prueba, cuando pulso Guardar, entonces queda en mi historial con prenda, fecha y modo 2D.</li><li>Dado que pulso Compartir, cuando se genera el recurso, entonces no incluye medidas, identificadores, stock interno ni metadatos de ubicación.</li><li>Dado que niego acceso a archivos, cuando intento guardar, entonces la app ofrece compartir temporalmente o explica cómo habilitarlo.</li></ol>",2,5,Outfit\Sprint 5,Outfit,EP-06; Fase 1 - MVP; Historia,New,
User Story,US-0802 · Mi Closet básico,"<p>Como persona usuaria, quiero registrar prendas propias por foto, categoría y color, para combinar mi ropa con productos del catálogo.</p><p>Depende de: US-0105</p><p>Origen: Backlog_Ejecutable · ID interno: US-0802</p>","<ol><li>Dado que agrego una prenda, cuando completo datos mínimos, entonces aparece en Mi Closet con origen propio.</li><li>Dado que subo una foto, cuando se guarda, entonces se recorta y comprime sin conservar una copia pública.</li><li>Dado que elimino una prenda, cuando confirmo, entonces se retira del closet y de nuevos outfits sin borrar looks históricos.</li></ol>",2,5,Outfit\Sprint 5,Outfit,EP-08; Fase 1 - MVP; Historia,New,
User Story,EN-1503 · Accesibilidad y rendimiento del MVP,"<p>Como persona usuaria, quiero usar la app con TalkBack, tamaño de texto y controles táctiles adecuados, para completar los flujos sin barreras.</p><p>Depende de: US-0401,US-0603</p><p>Origen: Backlog_Ejecutable · ID interno: EN-1503</p>","<ol><li>Dado que navego con lector de pantalla, cuando recorro onboarding, medidas, catálogo y probador, entonces los controles tienen nombre, rol, orden y estado comprensibles.</li><li>Dado que aumento el tamaño de fuente, cuando abro pantallas críticas, entonces no se corta contenido ni se ocultan acciones.</li><li>Dado que uso un equipo de gama media, cuando abro una pantalla con caché, entonces el contenido principal aparece dentro del objetivo de rendimiento acordado.</li></ol>",1,5,Outfit\Sprint 5,Outfit,EP-15; Fase 1 - MVP; Enabler; accessibility; performance,New,
User Story,EN-1601 · Observabilidad y distribución beta,"<p>Como equipo de producto, quiero recibir crashes, métricas técnicas y versiones beta automáticas, para corregir fallos antes de publicar.</p><p>Depende de: EN-0004,EN-1503</p><p>Origen: Backlog_Ejecutable · ID interno: EN-1601</p>","<ol><li>Dado que el pipeline de la rama beta pasa, cuando se etiqueta una versión, entonces genera artefacto firmado de prueba y notas de cambios.</li><li>Dado que ocurre un crash, cuando la app reporta, entonces incluye versión y contexto técnico sin medidas, fotos ni texto sensible.</li><li>Dado que una versión supera umbrales y aceptación, cuando se promueve, entonces queda trazabilidad de aprobador, build y evidencia.</li></ol>",1,5,Outfit\Sprint 5,Outfit,EP-16; Fase 1 - MVP; Enabler; crashlytics; release,New,
User Story,US-0106 · Revocar consentimientos y eliminar cuenta,"<p>Como persona usuaria, quiero consultar autorizaciones, revocar las opcionales y solicitar eliminación, para ejercer control efectivo sobre mis datos.</p><p>Depende de: US-0105,EN-1501</p><p>Origen: Backlog_Ejecutable · ID interno: US-0106</p>","<ol><li>Dado que abro Privacidad, cuando consulto, entonces veo consentimientos, versión, fecha, finalidad y estado.</li><li>Dado que revoco una finalidad opcional, cuando confirmo, entonces deja de recolectarse y se aplica la política de datos derivados.</li><li>Dado que solicito eliminar cuenta, cuando verifico identidad, entonces se crea proceso trazable, se cierra sesión y se informa resultado y excepciones.</li></ol>",1,8,Outfit\Sprint 5,Outfit,EP-01; Fase 1 - MVP; Historia; privacy; data-rights,New,
User Story,EN-0006 · Contrato API OpenAPI y cliente generado,"<p>Como equipo de desarrollo, quiero definir la API antes de implementar y generar el cliente Android, para evitar diferencias silenciosas entre móvil y backend.</p><p>Depende de: EN-0002,EN-0004</p><p>Origen: Backlog_Ejecutable · ID interno: EN-0006</p>","<ol><li>Dado que se diseña un endpoint, cuando se valida el contrato, entonces define autenticación, request, response, errores, paginación y versionado.</li><li>Dado que el contrato cambia, cuando corre CI, entonces detecta cambios incompatibles y regenera el cliente.</li><li>Dado que se publica una versión, cuando la app consume el API, entonces usa tipos generados y no modelos duplicados manualmente.</li></ol>",1,5,Outfit\Sprint 6,Outfit,EP-00; Fase 2 - AR + backend; Enabler; openapi; contract-testing,New,
User Story,EN-1201 · Backend Spring Boot automatizado,"<p>Como equipo backend, quiero contar con un servicio base modular, observable y desplegable, para soportar catálogo y negocio sin acoplarlo al móvil.</p><p>Depende de: EN-0006</p><p>Origen: Backlog_Ejecutable · ID interno: EN-1201</p>","<ol><li>Dado que se abre un PR, cuando corre el pipeline backend, entonces compila, prueba, analiza dependencias y construye imagen versionada.</li><li>Dado que el servicio inicia, cuando se consulta salud, entonces reporta liveness y readiness sin exponer secretos.</li><li>Dado que una configuración falta, cuando arranca el servicio, entonces falla rápido con mensaje operativo y sin valores sensibles.</li></ol>",1,8,Outfit\Sprint 6,Outfit,EP-12; Fase 2 - AR + backend; Enabler; spring-boot; backend; ci,New,
User Story,EN-1202 · PostgreSQL con migraciones versionadas,"<p>Como equipo backend, quiero crear el esquema mediante migraciones reproducibles, para evolucionar datos sin cambios manuales.</p><p>Depende de: EN-1201</p><p>Origen: Backlog_Ejecutable · ID interno: EN-1202</p>","<ol><li>Dado que una instancia está vacía, cuando se despliega, entonces aplica migraciones en orden y crea el esquema esperado.</li><li>Dado que una migración ya fue aplicada, cuando se reinicia, entonces no la repite ni altera datos.</li><li>Dado que una migración falla, cuando se despliega, entonces el release se detiene y conserva evidencia para rollback.</li></ol>",1,5,Outfit\Sprint 6,Outfit,EP-12; Fase 2 - AR + backend; Enabler; postgresql; migrations,New,
